price_id,product_id,product_name,product_statement_descriptor,product_tax_code,description,created_utc,amount,currency,interval,interval_count,usage_type,aggregate_usage,billing_scheme,trial_period_days,tax_behavior,gst_rate_metadata,includes_gst_metadata,original_price_id_metadata,tax_amount_metadata,money_metadata,usage_limit_for_sessions_metadata,usage_limit_for_appointments_metadata,maximum_auto_renews_metadata,free_trial_metadata,includes_on_demand_metadata,minimum_auto_renews_metadata,studios_metadata,tax_rate_percent_metadata,validity_unit_metadata,location_metadata,freeze_duration_total_metadata,no_of_sessions_metadata,freeze_attempts_metadata,validity_metadata,price_after_tax_metadata,is_intro_offer_metadata,tax_bracket_id_metadata,city_from_host_id_metadata,activate_on_first_use_metadata,number_of_events_metadata,price_type_metadata,paid_trial_amount_metadata,allow_first_membership_only_metadata,auto_renew_metadata,membership_id_metadata,featured_metadata,subscription_type_metadata,pre_tax_price_metadata,duration_unit_metadata,host_id_metadata,type_metadata,modified_at_metadata,counts_as_free_for_payroll_metadata,guest_combined_usage_limit_metadata,price_metadata,duration_metadata,combined_usage_limit_enabled_metadata,host_name_metadata,city_metadata,is_guest_pass_enabled_metadata,disabled_metadata,is_single_buy_metadata,free_trial_duration_in_days_metadata,membership_name_metadata,valid_for_metadata,created_at_metadata,session_count_metadata,order_number_metadata,momence_id_metadata
price_1SvY76FDEp8YEMWaULpI8dBg,prod_TtKmhztBfXgQaK,Studio 4 Private Class Package,,,Bengaluru,2026-01-31 06:57,11550.00,inr,,,,,per_unit,,unspecified,5,true,,,,,4,0,false,false,0,Kenkere House,5%,days,Bengaluru,30,4,1,30,11550,false,3457,Bengaluru,true,,fixed-price,0,false,false,523700,false,absolute,11000,days,33905,subscription,2025-09-22T07:28:55.933Z,false,0,11000,30,false,,Bengaluru,false,false,false,7,,30 days,2025-09-08T06:31:44.026Z,4,,523700
price_1SvY76FDEp8YEMWaTLUs12zd,prod_TtKmpIqzs4sADl,6 Private Classes & 2 Studio Single Classes,,,Bengaluru,2026-01-31 06:57,27247.50,inr,,,,,per_unit,,unspecified,5,true,,,,2,6,0,false,false,0,Kenkere House,5%,days,Bengaluru,30,8,1,30,27248,false,3457,Bengaluru,true,,fixed-price,0,false,false,498632,false,absolute,25950,days,33905,subscription,2025-09-22T07:28:25.597Z,false,0,25950,30,false,,Bengaluru,false,false,false,7,,30 days,2025-08-21T09:03:07.413Z,2,,498632
price_1SvY75FDEp8YEMWa6s9zYDMt,prod_TtKm87FKvsbqnn,Newcomer 8 Class Package,,,Bengaluru,2026-01-31 06:56,8715.00,inr,,,,,per_unit,,unspecified,5,true,,,,,,0,false,false,0,Kenkere House,5%,days,Bengaluru,60,8,2,60,8715,false,3457,Bengaluru,true,,fixed-price,0,false,false,426901,false,absolute,8300,days,33905,subscription,2025-09-22T07:28:09.125Z,false,0,8300,60,false,,Bengaluru,false,false,true,7,,60 days,2025-05-12T09:58:43.089Z,,,426901
price_1SvY74FDEp8YEMWayuL8krCv,prod_TtKm4mSBzVQGnK,Kickstarter Pack - 5 classes in 10 days,,,Bengaluru,2026-01-31 06:56,5145.00,inr,,,,,per_unit,,unspecified,5,true,,,,,,,,,,Kenkere House,5%,days,Bengaluru,10,5,0,10,5145,false,3457,Bengaluru,true,5,fixed-price,0,false,false,426898,false,absolute,4900,days,33905,package-events,2025-09-22T08:00:14.224Z,false,0,4900,10,false,,Bengaluru,false,false,true,7,,10 days,2025-05-12T09:54:31.051Z,5,,426898
price_1SvY73FDEp8YEMWaIMnFU0o0,prod_TtKmoDsPHOaDuB,Summer Bootcamp - Studio 6 Week Unlimited,,,Bengaluru,2026-01-31 06:56,23100.00,inr,,,,,per_unit,,unspecified,5,true,,,,9999,0,0,false,false,0,Kenkere House,5%,days,Bengaluru,42,999,1,42,23100,false,2644,Bengaluru,true,,fixed-price,0,false,false,415305,false,absolute,22000,days,33905,subscription,2025-04-29T11:04:39.562Z,false,0,22000,42,false,,Bengaluru,false,false,true,7,,42 days,2025-04-25T10:18:49.452Z,9999,,415305
price_1SvY73FDEp8YEMWaJnEOnk1P,prod_TtKmoDsPHOaDuB,Summer Bootcamp - Studio 6 Week Unlimited,,,Mumbai,2026-01-31 06:56,31500.00,inr,,,,,per_unit,,unspecified,5,true,,,,,,0,false,false,0,Kwality House & Supreme HQ,5%,days,Mumbai,42,999,1,42,31500,false,36758,Mumbai,true,,fixed-price,0,false,false,415299,false,absolute,30000,days,13752,subscription,2025-09-21T18:35:30.409Z,false,0,30000,42,false,,Mumbai,false,false,true,7,,42 days,2025-04-25T08:13:47.106Z,,,415299
price_1SvY72FDEp8YEMWaBmK7oh4j,prod_TtKmeqRuntt4gP,New Studio 10 Single Class Pack,,,Bengaluru,2026-01-31 06:56,12600.00,inr,,,,,per_unit,,unspecified,5,true,,,,10,,0,false,false,0,Kenkere House,5%,days,Bengaluru,90,10,3,90,12600,false,3457,Bengaluru,true,,fixed-price,0,false,false,395193,true,absolute,12000,days,33905,subscription,2025-10-02T04:26:28.228Z,false,0,12000,90,false,,Bengaluru,false,false,false,7,,90 days,2025-03-18T10:17:48.010Z,10,,395193
price_1SvY72FDEp8YEMWaMgkMUTBO,prod_TtKmohhbz6Xls3,Studio Newcomer 2 for 1,,,Bengaluru,2026-01-31 06:56,1417.50,inr,,,,,per_unit,,unspecified,5,true,,,,,,,,,,Kenkere House,5%,days,Bengaluru,7,2,0,7,1418,false,3457,Bengaluru,true,2,fixed-price,0,false,false,302239,false,absolute,1350,days,33905,package-events,2026-01-01T05:41:02.244Z,false,0,1350,7,false,,Bengaluru,false,false,true,7,,7 days,2024-11-09T06:22:44.800Z,2,,302239
price_1SvY71FDEp8YEMWa2Rjnw9RG,prod_TtKmhq3OENO0nd,Studio 30 Private Class Package,,,Bengaluru,2026-01-31 06:56,123637.50,inr,,,,,per_unit,,unspecified,5,true,,,,,30,0,false,false,0,Kenkere House,5%,days,Bengaluru,210,30,7,210,123638,false,3457,Bengaluru,true,,fixed-price,0,false,false,237643,false,absolute,117750,days,33905,subscription,2025-09-22T07:27:17.982Z,false,0,117750,210,false,,Bengaluru,false,false,false,7,,210 days,2024-07-17T13:44:14.875Z,30,,237643
price_1SvY70FDEp8YEMWa56GihCM0,prod_TtKmvSUROgNQmB,Studio Private Class,,,Bengaluru,2026-01-31 06:56,4121.25,inr,,,,,per_unit,,unspecified,5,true,,,,,,,,,,Kenkere House,5%,days,Bengaluru,7,1,0,7,4121,false,3457,Bengaluru,true,1,fixed-price,0,false,false,173094,false,absolute,3925,days,33905,package-events,2025-09-22T07:50:31.832Z,false,0,3925,7,false,,Bengaluru,false,false,false,7,,7 days,2024-03-19T09:54:05.720Z,1,36,173094
price_1SvY70FDEp8YEMWac4gYe8PO,prod_TtKmvSUROgNQmB,Studio Private Class,,,Mumbai,2026-01-31 06:56,5250.00,inr,,,,,per_unit,,unspecified,5,true,,900,5900,,,,,,,Kwality House & Supreme HQ,5%,days,Mumbai,7,1,0,7,5250,false,36758,Mumbai,true,1,fixed-price,0,false,false,65342,false,absolute,5000,days,13752,package-events,2025-09-22T03:41:18.366Z,false,0,5000,7,false,,Mumbai,false,false,false,7,,7 days,2023-04-06T10:21:56.310Z,1,25,65342
price_1SvY6zFDEp8YEMWaY7I6M4AX,prod_TtKm6u4yora5cm,Studio 30 Single Class Pack,,,Bengaluru,2026-01-31 06:56,37800.00,inr,,,,,per_unit,,unspecified,5,true,,,,30,,0,false,false,0,Kenkere House,5%,days,Bengaluru,140,30,5,140,37800,false,3457,Bengaluru,true,,fixed-price,0,false,false,159882,false,absolute,36000,days,33905,subscription,2025-09-22T07:26:29.226Z,false,0,36000,140,false,,Bengaluru,false,false,false,7,,140 days,2024-02-06T06:11:40.779Z,30,23,159882
price_1SvY6zFDEp8YEMWaj8DqedO1,prod_TtKm6u4yora5cm,Studio 30 Single Class Pack,,,Mumbai,2026-01-31 06:56,47250.00,inr,,,,,per_unit,,unspecified,5,true,,,,30,0,0,false,false,0,Kwality House & Supreme HQ,5%,days,Mumbai,140,30,5,140,47250,false,36758,Mumbai,true,,fixed-price,0,false,false,98515,false,absolute,45000,days,13752,subscription,2025-09-21T18:35:02.875Z,false,0,45000,140,false,,Mumbai,false,false,false,7,,140 days,2023-07-28T09:09:58.318Z,30,48,98515
price_1SvY6yFDEp8YEMWaibCSoJ06,prod_TtKmLathZc0p0T,Studio 10 Single Class Pack,,,Bengaluru,2026-01-31 06:56,12600.00,inr,,,,,per_unit,,unspecified,5,true,,,,10,,0,false,false,0,Kenkere House,5%,days,Bengaluru,70,10,2,70,12600,false,3457,Bengaluru,true,,fixed-price,0,false,false,159880,false,absolute,12000,days,33905,subscription,2025-09-22T07:26:16.165Z,false,0,12000,70,false,,Bengaluru,false,false,false,7,,70 days,2024-02-06T06:05:07.252Z,10,22,159880
price_1SvY6yFDEp8YEMWanzpdyqSg,prod_TtKmLathZc0p0T,Studio 10 Single Class Pack,,,Mumbai,2026-01-31 06:56,15750.00,inr,,,,,per_unit,,unspecified,5,true,,,,10,0,0,false,false,0,Kwality House & Supreme HQ,5%,days,Mumbai,70,10,2,70,15750,false,36758,Mumbai,true,,fixed-price,0,false,false,98513,false,absolute,15000,days,13752,subscription,2025-09-21T18:34:53.525Z,false,0,15000,70,false,,Mumbai,false,false,false,7,,70 days,2023-07-28T09:09:01.549Z,10,47,98513
price_1SvY6xFDEp8YEMWagyk5sRm1,prod_TtKmoYYCKSzqE8,Studio 20 Single Class Pack,,,Bengaluru,2026-01-31 06:56,25200.00,inr,,,,,per_unit,,unspecified,5,true,,,,20,,0,false,false,0,Kenkere House,5%,days,Bengaluru,105,20,4,105,25200,false,3457,Bengaluru,true,,fixed-price,0,false,false,159883,false,absolute,24000,days,33905,subscription,2025-09-22T07:26:42.650Z,false,0,24000,105,false,,Bengaluru,false,false,false,7,,105 days,2024-02-06T06:14:14.736Z,20,24,159883
price_1SvY6xFDEp8YEMWao0VpBjcf,prod_TtKmoYYCKSzqE8,Studio 20 Single Class Pack,,,Mumbai,2026-01-31 06:56,31500.00,inr,,,,,per_unit,,unspecified,5,true,,,,20,0,0,false,false,0,Kwality House & Supreme HQ,5%,days,Mumbai,105,20,4,105,31500,false,36758,Mumbai,true,,fixed-price,0,false,false,98510,false,absolute,30000,days,13752,subscription,2025-09-21T18:34:41.365Z,false,0,30000,105,false,,Mumbai,false,false,false,7,,105 days,2023-07-28T09:08:04.215Z,20,46,98510
price_1SvY6wFDEp8YEMWaLqxHd2Xt,prod_TtKmeTVGmVWHWU,test,,,Bengaluru,2026-01-31 06:56,10500.00,inr,,,,,per_unit,,unspecified,5,true,,,,0,0,0,false,false,0,Kenkere House,5%,days,Bengaluru,60,0,2,60,10500,false,2644,Bengaluru,false,,fixed-price,0,false,false,393946,false,absolute,10000,days,33905,subscription,2025-03-13T08:50:41.390Z,false,0,10000,60,false,,Bengaluru,false,false,false,7,,60 days,2025-03-13T08:50:41.390Z,0,,393946
price_1SvY6vFDEp8YEMWatUEtc9qX,prod_TtKmQ89hEpNQ4U,Hosted Class 2 Week Unlimited Membership,,,Bengaluru,2026-01-31 06:56,7560.00,inr,,,,,per_unit,,unspecified,5,true,,,,,,,,,,Kenkere House,5%,days,Bengaluru,14,999,0,14,7560,false,2644,Bengaluru,true,999,fixed-price,0,false,false,111543,false,absolute,7200,days,33905,package-events,2024-12-31T22:16:30.173Z,false,0,7200,14,false,,Bengaluru,false,false,false,7,,14 days,2023-09-15T10:59:05.789Z,999,13,111543
price_1SvY6uFDEp8YEMWa1orz3OF2,prod_TtKmCHzFDfy9Ro,Studio 12 Class Package,,,Bengaluru,2026-01-31 06:56,13125.00,inr,,,,,per_unit,,unspecified,5,true,,,,12,0,0,false,false,0,Kenkere House,5%,days,Bengaluru,45,12,2,45,13125,false,3457,Bengaluru,true,,fixed-price,0,false,false,111538,true,absolute,12500,days,33905,subscription,2025-10-02T04:26:13.605Z,false,0,12500,45,false,,Bengaluru,false,false,false,7,,45 days,2023-09-15T09:53:40.246Z,12,12,111538
price_1SvY6uFDEp8YEMWadyFk4wHW,prod_TtKmCHzFDfy9Ro,Studio 12 Class Package,,,Mumbai,2026-01-31 06:56,15802.50,inr,,,,,per_unit,,unspecified,5,true,,,,12,0,0,false,false,0,Kwality House & Supreme HQ,5%,days,Mumbai,45,12,2,45,15803,false,36758,Mumbai,true,,fixed-price,0,false,false,97885,true,absolute,15050,days,13752,subscription,2025-09-21T18:33:24.925Z,false,0,15050,45,false,,Mumbai,false,false,false,7,,45 days,2023-07-24T11:02:20.609Z,12,12,97885
price_1SvY43FDEp8YEMWabPQOeg6m,prod_TtKj3aq4Q11yG9,Studio 8 Class Package,,,Bengaluru,2026-01-31 06:53,8715.00,inr,,,,,per_unit,,unspecified,5,true,,,,8,0,0,false,false,0,Kenkere House,5%,days,Bengaluru,30,8,1,30,8715,false,3457,Bengaluru,true,,fixed-price,0,false,false,111537,true,absolute,8300,months,33905,subscription,2025-10-02T04:26:12.047Z,false,0,8300,1,false,,Bengaluru,false,false,false,7,,1 months,2023-09-15T09:52:40.466Z,8,11,111537
price_1SvY42FDEp8YEMWaYP6QJNFb,prod_TtKj3aq4Q11yG9,Studio 8 Class Package,,,Mumbai,2026-01-31 06:53,10710.00,inr,,,,,per_unit,,unspecified,5,true,,,,8,0,0,false,false,0,Kwality House & Supreme HQ,5%,days,Mumbai,30,8,1,30,10710,false,36758,Mumbai,true,,fixed-price,0,false,false,97883,true,absolute,10200,days,13752,subscription,2025-09-21T18:33:14.532Z,false,0,10200,30,false,,Mumbai,false,false,false,7,,30 days,2023-07-24T11:01:21.684Z,8,10,97883
price_1SvY41FDEp8YEMWapqjyhm6g,prod_TtKjW2TTtggXIs,Studio 6 Month Unlimited Membership,,,Bengaluru,2026-01-31 06:53,82215.00,inr,,,,,per_unit,,unspecified,5,true,,,,,,0,false,false,0,Kenkere House,5%,days,Bengaluru,180,999,6,180,82215,false,3457,Bengaluru,true,,fixed-price,0,false,false,111536,true,absolute,78300,months,33905,subscription,2025-10-02T04:26:11.149Z,false,0,78300,6,false,,Bengaluru,false,false,false,7,,6 months,2023-09-15T09:51:36.818Z,,10,111536
price_1SvY41FDEp8YEMWah5TIJFS5,prod_TtKjW2TTtggXIs,Studio 6 Month Unlimited Membership,,,Mumbai,2026-01-31 06:53,104737.50,inr,,,,,per_unit,,unspecified,5,true,,,,,,0,false,false,0,Kwality House & Supreme HQ,5%,days,Mumbai,180,999,6,180,104738,false,1808,Mumbai,true,,fixed-price,0,false,false,97972,true,absolute,99750,months,13752,subscription,2025-09-21T18:34:08.593Z,false,0,99750,6,false,,Mumbai,false,false,false,7,,6 months,2023-07-25T08:30:26.380Z,,29,97972
price_1SvY40FDEp8YEMWaBMyY0dTx,prod_TtKjAVPN5crxLD,Studio Annual Unlimited Membership,,,Bengaluru,2026-01-31 06:53,156240.00,inr,,,,,per_unit,,unspecified,5,true,,,,,,0,false,false,0,Kenkere House,5%,days,Bengaluru,365,999,12,365,156240,false,3457,Bengaluru,true,,fixed-price,0,false,false,111535,true,absolute,148800,years,33905,subscription,2025-12-19T07:12:11.032Z,false,3,148800,1,false,,Bengaluru,true,false,false,7,,1 years,2023-09-15T09:50:07.912Z,,9,111535
price_1SvY3zFDEp8YEMWawvrN2EIR,prod_TtKjAVPN5crxLD,Studio Annual Unlimited Membership,,,Mumbai,2026-01-31 06:53,202125.00,inr,,,,,per_unit,,unspecified,5,true,,,,1000,0,0,false,false,0,Kwality House & Supreme HQ,5%,days,Mumbai,365,999,12,365,202125,false,36758,Mumbai,true,,fixed-price,0,false,false,69067,true,absolute,192500,months,13752,subscription,2025-11-03T09:06:28.394Z,false,0,192500,12,false,,Mumbai,false,false,false,7,,12 months,2023-04-26T08:10:12.591Z,1000,31,69067
price_1SvY3yFDEp8YEMWasqmVLZFu,prod_TtKjB365h8xw7T,Studio 3 Month Unlimited Membership,,,Bengaluru,2026-01-31 06:53,42210.00,inr,,,,,per_unit,,unspecified,5,true,,,,,,0,false,false,0,Kenkere House,5%,days,Bengaluru,90,999,3,90,42210,false,3457,Bengaluru,true,,fixed-price,0,false,false,111534,true,absolute,40200,months,33905,subscription,2025-10-02T04:26:08.819Z,false,0,40200,3,false,,Bengaluru,false,false,false,7,,3 months,2023-09-15T09:49:06.605Z,,8,111534
price_1SvY3yFDEp8YEMWaIMElwcKK,prod_TtKjB365h8xw7T,Studio 3 Month Unlimited Membership,,,Mumbai,2026-01-31 06:53,53287.50,inr,,,,,per_unit,,unspecified,5,true,,,,,0,0,false,false,0,Kwality House & Supreme HQ,5%,days,Mumbai,90,0,3,90,53288,false,36758,Mumbai,true,,fixed-price,0,false,false,69065,true,absolute,50750,months,13752,subscription,2025-12-19T09:58:49.280Z,false,0,50750,3,false,,Mumbai,false,false,false,7,,3 months,2023-04-26T08:04:49.906Z,0,28,69065
price_1SvY3xFDEp8YEMWa9yM49c65,prod_TtKjS5HrTvbrSN,Studio 1 Month Unlimited Membership,,,Bengaluru,2026-01-31 06:53,14595.00,inr,,,,,per_unit,,unspecified,5,true,,,,,,0,false,false,0,Kenkere House,5%,days,Bengaluru,30,999,1,30,14595,false,3457,Bengaluru,true,,fixed-price,0,false,false,111533,true,absolute,13900,months,33905,subscription,2025-10-02T04:26:07.079Z,false,0,13900,1,false,,Bengaluru,false,false,false,7,,1 months,2023-09-15T09:48:07.127Z,,7,111533
price_1SvY3xFDEp8YEMWad7BDJQOd,prod_TtKjS5HrTvbrSN,Studio 1 Month Unlimited Membership,,,Mumbai,2026-01-31 06:53,18637.50,inr,,,,,per_unit,,unspecified,5,true,,,,,,0,false,false,0,Kwality House & Supreme HQ,5%,days,Mumbai,30,999,1,30,18638,false,36758,Mumbai,true,,fixed-price,0,false,false,69064,true,absolute,17750,months,13752,subscription,2025-09-21T18:33:34.068Z,false,0,17750,1,false,,Mumbai,false,false,false,7,,1 months,2023-04-26T08:01:15.680Z,,27,69064
price_1SvY3wFDEp8YEMWaN4hPVrjV,prod_TtKjUQPw3866Ic,Studio 2 Week Unlimited,,,Bengaluru,2026-01-31 06:53,7560.00,inr,,,,,per_unit,,unspecified,5,true,,,,,,,,,,Kenkere House,5%,days,Bengaluru,14,999,0,14,7560,false,3457,Bengaluru,true,999,fixed-price,0,false,false,111532,true,absolute,7200,days,33905,package-events,2026-01-12T16:32:11.280Z,false,0,7200,14,false,,Bengaluru,false,false,false,7,,14 days,2023-09-15T09:46:29.486Z,999,6,111532
price_1SvY3vFDEp8YEMWa1fH9h0uY,prod_TtKjUQPw3866Ic,Studio 2 Week Unlimited,,,Mumbai,2026-01-31 06:53,10412.33,inr,,,,,per_unit,,unspecified,5,true,,,,,,,,,,Kwality House & Supreme HQ,5%,days,Mumbai,14,999,0,14,10412,false,36758,Mumbai,true,999,fixed-price,0,false,false,27849,true,absolute,9916.5,days,13752,package-events,2025-09-22T03:40:35.777Z,false,0,9916.5,14,false,,Mumbai,false,false,false,7,,14 days,2022-06-23T06:59:43.312Z,999,14,27849
price_1SvY3vFDEp8YEMWanARjXxqy,prod_TtKjgfq2T8uTHd,Studio Newcomers 2 Week Unlimited Membership,,,Bengaluru,2026-01-31 06:53,6037.50,inr,,,,,per_unit,,unspecified,5,true,,,,,,,,,,Kenkere House,5%,days,Bengaluru,14,999,0,14,6038,false,3457,Bengaluru,true,999,fixed-price,0,false,false,111531,false,absolute,5750,days,33905,package-events,2025-09-22T07:30:20.529Z,false,0,5750,14,false,,Bengaluru,false,false,false,7,,14 days,2023-09-15T09:42:42.537Z,999,5,111531
price_1SvY3uFDEp8YEMWaP2jzJm2z,prod_TtKjgfq2T8uTHd,Studio Newcomers 2 Week Unlimited Membership,,,Mumbai,2026-01-31 06:53,7875.00,inr,,,,,per_unit,,unspecified,5,true,,,,,,,,,,Kwality House & Supreme HQ,5%,days,Mumbai,14,999,0,14,7875,false,36758,Mumbai,true,999,fixed-price,0,false,false,27848,false,absolute,7500,days,13752,package-events,2025-09-22T04:07:49.383Z,false,0,7500,14,false,,Mumbai,false,false,true,7,,14 days,2022-06-23T06:56:44.676Z,999,13,27848
price_1SvY3uFDEp8YEMWaDN0teX3k,prod_TtKjuTn3uxrZtX,Studio 4 Class Package,,,Bengaluru,2026-01-31 06:53,4672.50,inr,,,,,per_unit,,unspecified,5,true,,,,,,,,,,Kenkere House,5%,days,Bengaluru,14,4,0,14,4673,false,3457,Bengaluru,true,4,fixed-price,0,false,false,111530,true,absolute,4450,days,33905,package-events,2025-10-02T04:25:54.214Z,false,0,4450,14,false,,Bengaluru,false,false,false,7,,14 days,2023-09-15T09:41:28.091Z,4,4,111530
price_1SvY3tFDEp8YEMWaWF82tJRQ,prod_TtKjuTn3uxrZtX,Studio 4 Class Package,,,Mumbai,2026-01-31 06:53,5617.50,inr,,,,,per_unit,,unspecified,5,true,,,,,,,,,,Kwality House & Supreme HQ,5%,days,Mumbai,14,4,0,14,5618,false,36758,Mumbai,true,4,fixed-price,0,false,false,25768,true,absolute,5350,days,13752,package-events,2025-09-22T03:40:24.249Z,false,0,5350,14,false,,Mumbai,false,false,false,7,,14 days,2022-05-20T09:06:15.456Z,4,4,25768
price_1SvY3sFDEp8YEMWaXio0FOx8,prod_TtKjd5Qbeo9xWj,Studio Single Class,,,Bengaluru,2026-01-31 06:53,1417.50,inr,,,,,per_unit,,unspecified,5,true,,,,,,,,,,Kenkere House,5%,days,Bengaluru,7,1,0,7,1418,false,3457,Bengaluru,true,1,fixed-price,0,false,false,111528,true,absolute,1350,days,33905,package-events,2026-01-12T16:31:57.539Z,false,0,1350,7,false,,Bengaluru,false,false,false,7,,7 days,2023-09-15T09:38:13.576Z,1,2,111528
price_1SvY3sFDEp8YEMWa5exXSDnw,prod_TtKjd5Qbeo9xWj,Studio Single Class,,,Mumbai,2026-01-31 06:53,1837.50,inr,,,,,per_unit,,unspecified,5,true,,,,,,,,,,Kwality House & Supreme HQ,5%,days,Mumbai,7,1,0,7,1838,false,36758,Mumbai,true,1,fixed-price,0,false,false,27845,true,absolute,1750,days,13752,package-events,2026-01-01T05:41:39.623Z,false,0,1750,7,false,,Mumbai,false,false,false,7,,7 days,2022-06-23T06:53:06.516Z,1,2,27845
price_1SvKSwFDEp8YEMWaplHy6iL8,prod_Tt3JqVe4WUVJHt,Studio 4 Class Package,,,Mumbai,2026-01-30 16:22,5350.00,inr,,,,,per_unit,,unspecified,,true,,,,,,,,,,,0,,,,,,,,,,,,,,,,,25768,,,,,13752,,,,,,,,,Mumbai,,,,,,,,,,
price_1SvKSpFDEp8YEMWaDWtvBEaP,prod_Tt3JhwGsyxjmbl,Studio Newcomers 2 Week Unlimited Membership,,,Mumbai,2026-01-30 16:22,7500.00,inr,,,,,per_unit,,unspecified,,true,,,,,,,,,,,0,,,,,,,,,,,,,,,,,27848,,,,,13752,,,,,,,,,Mumbai,,,,,,,,,,
price_1SvKSjFDEp8YEMWaVe5i89Zk,prod_Tt3JMeCM8h874R,Studio 2 Week Unlimited,,,Mumbai,2026-01-30 16:22,9916.50,inr,,,,,per_unit,,unspecified,,true,,,,,,,,,,,0,,,,,,,,,,,,,,,,,27849,,,,,13752,,,,,,,,,Mumbai,,,,,,,,,,
price_1SvKScFDEp8YEMWaTsptKacJ,prod_Tt3JfQJuVDuHM3,Studio 1 Month Unlimited Membership,,,Mumbai,2026-01-30 16:22,17750.00,inr,,,,,per_unit,,unspecified,,true,,,,,,,,,,,0,,,,,,,,,,,,,,,,,69064,,,,,13752,,,,,,,,,Mumbai,,,,,,,,,,
price_1SvKSNFDEp8YEMWazJvbd3Kf,prod_Tt3JsYQPpvdvXf,Studio Annual Unlimited Membership,,,Mumbai,2026-01-30 16:22,192500.00,inr,,,,,per_unit,,unspecified,,true,,,,,,,,,,,0,,,,,,,,,,,,,,,,,69067,,,,,13752,,,,,,,,,Mumbai,,,,,,,,,,
price_1SvKSFFDEp8YEMWaBUsVvr8x,prod_Tt3JLAwoTdrEOO,Studio 6 Month Unlimited Membership,,,Mumbai,2026-01-30 16:21,99750.00,inr,,,,,per_unit,,unspecified,,true,,,,,,,,,,,0,,,,,,,,,,,,,,,,,97972,,,,,13752,,,,,,,,,Mumbai,,,,,,,,,,
price_1SvKS6FDEp8YEMWazk7bXHgT,prod_Tt3J51mn2L1dYl,Studio 8 Class Package,,,Mumbai,2026-01-30 16:21,10200.00,inr,,,,,per_unit,,unspecified,,true,,,,,,,,,,,0,,,,,,,,,,,,,,,,,97883,,,,,13752,,,,,,,,,Mumbai,,,,,,,,,,
price_1SvKRzFDEp8YEMWan7MhC3vG,prod_Tt3JldNlC6ii2z,Studio 12 Class Package,,,Mumbai,2026-01-30 16:21,15050.00,inr,,,,,per_unit,,unspecified,,true,,,,,,,,,,,0,,,,,,,,,,,,,,,,,97885,,,,,13752,,,,,,,,,Mumbai,,,,,,,,,,
price_1SvKRsFDEp8YEMWaXrrFKtGu,prod_Tt3JXF47aWcJfy,Hosted Class 2 Week Unlimited Membership,,,Bengaluru,2026-01-30 16:21,7200.00,inr,,,,,per_unit,,unspecified,,true,,,,,,,,,,,0,,,,,,,,,,,,,,,,,111543,,,,,33905,,,,,,,,,Bengaluru,,,,,,,,,,
price_1SvKRmFDEp8YEMWa92u23tdt,prod_Tt3JvChTN6YPPR,test,,,Bengaluru,2026-01-30 16:21,10000.00,inr,,,,,per_unit,,unspecified,,true,,,,,,,,,,,0,,,,,,,,,,,,,,,,,393946,,,,,33905,,,,,,,,,Bengaluru,,,,,,,,,,
price_1SvKRgFDEp8YEMWak7GYaUFH,prod_Tt3JNwE8LK9LRx,Studio 20 Single Class Pack,,,Mumbai,2026-01-30 16:21,30000.00,inr,,,,,per_unit,,unspecified,,true,,,,,,,,,,,0,,,,,,,,,,,,,,,,,98510,,,,,13752,,,,,,,,,Mumbai,,,,,,,,,,
price_1SvKRZFDEp8YEMWa9ftljrC7,prod_Tt3JAdHlXpldQU,Studio 10 Single Class Pack,,,Mumbai,2026-01-30 16:21,15000.00,inr,,,,,per_unit,,unspecified,,true,,,,,,,,,,,0,,,,,,,,,,,,,,,,,98513,,,,,13752,,,,,,,,,Mumbai,,,,,,,,,,
price_1SvKRRFDEp8YEMWaUJy3f8Rc,prod_Tt3Jk9JcdcspQT,Studio 30 Single Class Pack,,,Mumbai,2026-01-30 16:21,45000.00,inr,,,,,per_unit,,unspecified,,true,,,,,,,,,,,0,,,,,,,,,,,,,,,,,98515,,,,,13752,,,,,,,,,Mumbai,,,,,,,,,,
price_1SvKRJFDEp8YEMWazdmjcrcw,prod_Tt3JQS0PC1Tdh0,Studio Private Class,,,Mumbai,2026-01-30 16:20,5000.00,inr,,,,,per_unit,,unspecified,,true,,,,,,,,,,,18,,,,,,,,,,,,,,,,,65342,,,,,13752,,,,,,,,,Mumbai,,,,,,,,,,
price_1SvKRBFDEp8YEMWafvw4T8BS,prod_Tt3JGuiymf3GQp,Studio 30 Private Class Package,,,Bengaluru,2026-01-30 16:20,117750.00,inr,,,,,per_unit,,unspecified,,true,,,,,,,,,,,0,,,,,,,,,,,,,,,,,237643,,,,,33905,,,,,,,,,Bengaluru,,,,,,,,,,
price_1SvKR6FDEp8YEMWarjXWr8Mh,prod_Tt3JKBB3qtOk1z,Studio Newcomer 2 for 1,,,Bengaluru,2026-01-30 16:20,1350.00,inr,,,,,per_unit,,unspecified,,true,,,,,,,,,,,0,,,,,,,,,,,,,,,,,302239,,,,,33905,,,,,,,,,Bengaluru,,,,,,,,,,
price_1SvKR0FDEp8YEMWaCW1zLX0j,prod_Tt3J5r7WapVXus,New Studio 10 Single Class Pack,,,Bengaluru,2026-01-30 16:20,12000.00,inr,,,,,per_unit,,unspecified,,true,,,,,,,,,,,0,,,,,,,,,,,,,,,,,395193,,,,,33905,,,,,,,,,Bengaluru,,,,,,,,,,
